"Keyword"	"SERP features"	"Volume"	"KD"	"CPC"	"Previous organic traffic"	"Current organic traffic"	"Organic traffic change"	"Current paid traffic"	"Previous position"	"Current position"	"Position change"	"Previous URL inside"	"Previous URL"	"Current URL inside"	"Current URL"	"Previous date"	"Current date"
"l-arginine and l-citrulline before bed"	"People also ask, Sitelinks"	"400"	"9"	""	"24"	"19"	"-5"	"0"	"6"	"7"	"-1"	""	"https://perfectketo.com/benefits-of-l-citrulline/"	""	"https://perfectketo.com/benefits-of-l-citrulline/"	"2023-02-25 01:06:39"	"2023-04-23 14:43:42"
"intermittent fasting and alcohol"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories"	"400"	"3"	"0.01"	"2"	"19"	"18"	"0"	"18"	"7"	"11"	""	"https://perfectketo.com/alcohol-during-intermittent-fasting/"	""	"https://perfectketo.com/intermittent-fasting-and-alcohol/"	"2023-02-09 15:05:34"	"2023-04-30 03:42:51"
"is coconut water keto"	"Featured snippet, People also ask, Top stories, Thumbnail, Video preview, Sitelinks"	"450"	"2"	""	"19"	"19"	"0"	"0"	"6"	"6"	""	""	"https://perfectketo.com/keto-drinks-what-is-safe-to-drink-on-the-ketogenic-diet/"	""	"https://perfectketo.com/keto-drinks-what-is-safe-to-drink-on-the-ketogenic-diet/"	"2023-02-27 00:39:18"	"2023-04-23 22:47:22"
"is canola oil inflammatory"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Image pack, Video preview"	"500"	"59"	""	"24"	"19"	"-5"	"0"	"7"	"8"	"-1"	""	"https://perfectketo.com/canola-oil/"	""	"https://perfectketo.com/canola-oil/"	"2023-02-25 04:45:33"	"2023-04-29 14:46:19"
"pescetarian keto"	"Sitelinks, People also ask, Image pack, Video preview"	"30"	"11"	""	"19"	"19"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/pescatarian-keto-diet/"	""	"https://perfectketo.com/pescatarian-keto-diet/"	"2023-02-15 03:42:27"	"2023-04-10 08:29:05"
"belly fat keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview, Top stories"	"200"	"12"	""	"15"	"19"	"4"	"0"	"5"	"4"	"1"	""	"https://perfectketo.com/does-ketosis-burn-belly-fat/"	""	"https://perfectketo.com/does-ketosis-burn-belly-fat/"	"2023-02-24 16:42:18"	"2023-04-20 11:08:51"
"multivitamin on keto"	"People also ask, Sitelinks, Image pack, Video preview"	"40"	"4"	""	"6"	"19"	"13"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/vitamin-mineral-supplement-on-keto/"	""	"https://perfectketo.com/vitamin-mineral-supplement-on-keto/"	"2023-02-09 07:29:40"	"2023-04-30 23:50:34"
"is peanut oil bad for you"	"Featured snippet, Thumbnail, People also ask, Videos, Sitelinks, Top stories"	"1100"	"18"	"0.02"	"19"	"19"	"0"	"0"	"9"	"9"	""	""	"https://perfectketo.com/is-peanut-oil-healthy/"	""	"https://perfectketo.com/is-peanut-oil-healthy/"	"2023-02-26 23:07:36"	"2023-04-25 14:12:50"
"average weight loss on keto in a month"	"Featured snippet, Thumbnail, People also ask"	"200"	"22"	""	"19"	"19"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/fast-will-lose-weight-keto-expect-dieting-keto/"	""	"https://perfectketo.com/fast-will-lose-weight-keto-expect-dieting-keto/"	"2023-02-10 17:54:16"	"2023-05-01 18:39:32"
"can you eat pasta on keto"	"People also ask, Top stories, Thumbnail, Video preview, Sitelinks"	"200"	"8"	""	"15"	"19"	"4"	"0"	"5"	"4"	"1"	""	"https://perfectketo.com/is-pasta-low-carb/"	""	"https://perfectketo.com/is-pasta-low-carb/"	"2023-02-25 03:10:38"	"2023-04-19 23:34:22"
"does cat's claw kill viruses"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"500"	"12"	""	"19"	"19"	"0"	"0"	"8"	"8"	""	""	"https://perfectketo.com/cats-claw/"	""	"https://perfectketo.com/cats-claw/"	"2023-03-01 09:42:37"	"2023-04-26 20:49:09"
"working out on keto"	"People also ask, Video preview, Image pack"	"500"	"24"	""	"19"	"19"	"0"	"0"	"8"	"8"	""	""	"https://perfectketo.com/how-to-exercise-in-ketosis/"	""	"https://perfectketo.com/how-to-exercise-in-ketosis/"	"2023-02-28 12:13:03"	"2023-04-26 04:54:11"
"splenda keto friendly"	"Sitelinks, People also ask, Image pack, Video preview"	"150"	"22"	""	"19"	"19"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/splenda-keto/"	""	"https://perfectketo.com/splenda-keto/"	"2023-02-13 02:42:16"	"2023-04-09 06:51:18"
"keto poops"	"People also ask, Sitelinks, Video preview"	"150"	"18"	""	"59"	"19"	"-40"	"0"	"1"	"3"	"-2"	"Featured snippet"	"https://perfectketo.com/keto-poop/"	""	"https://perfectketo.com/keto-poop/"	"2023-02-15 14:45:04"	"2023-04-10 08:13:34"
"keto bone broth recipe"	"Top stories, Thumbnail, Sitelinks, People also ask"	"150"	"12"	""	"1"	"19"	"18"	"0"	"14"	"1"	"13"	""	"https://perfectketo.com/keto-chicken-bone-broth/"	"Top stories"	"https://perfectketo.com/keto-chicken-bone-broth/"	"2023-02-07 00:24:20"	"2023-04-26 21:01:30"
"how to get in ketosis"	"Sitelinks, People also ask"	"700"	"25"	"1.53"	"12"	"19"	"7"	"0"	"9"	"7"	"2"	""	"https://perfectketo.com/6-tips-to-get-you-into-ketosis-quickly/"	""	"https://perfectketo.com/6-tips-to-get-you-into-ketosis-quickly/"	"2023-02-28 15:10:43"	"2023-04-27 23:24:44"
"is cabbage low carb"	"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks, Video preview"	"600"	"26"	"1.76"	"15"	"19"	"4"	"0"	"6"	"5"	"1"	""	"https://perfectketo.com/carbs-in-cabbage/"	""	"https://perfectketo.com/carbs-in-cabbage/"	"2023-02-23 09:45:46"	"2023-04-27 17:28:30"
"gki ketosis"	"People also ask, Sitelinks, Video preview, Image pack"	"200"	"11"	""	"15"	"19"	"4"	"0"	"5"	"4"	"1"	""	"https://perfectketo.com/track-your-glucose-ketone-index/"	""	"https://perfectketo.com/glucose-ketone-index/"	"2023-02-08 23:31:12"	"2023-04-28 07:31:46"
"keto shopping list for beginners"	"People also ask, Sitelinks"	"300"	"37"	""	"8"	"19"	"11"	"0"	"10"	"6"	"4"	""	"https://perfectketo.com/ketogenic-diet-grocery-list/"	""	"https://perfectketo.com/ketogenic-diet-grocery-list/"	"2023-02-27 21:03:17"	"2023-04-22 05:54:44"
"keto and fasting"	"People also ask, Videos"	"700"	"20"	""	"15"	"19"	"4"	"0"	"11"	"10"	"1"	""	"https://perfectketo.com/keto-and-intermittent-fasting/"	""	"https://perfectketo.com/keto-and-intermittent-fasting/"	"2023-02-12 06:21:56"	"2023-04-29 20:04:11"
"is gatorade zero keto friendly"	"Sitelinks"	"150"	"7"	""	"12"	"19"	"7"	"0"	"4"	"2"	"2"	""	"https://perfectketo.com/is-gatorade-zero-keto/"	""	"https://perfectketo.com/is-gatorade-zero-keto/"	"2023-02-18 02:52:03"	"2023-04-12 06:30:04"
"how to add fat to ketogenic diet"	"Featured snippet, Thumbnail, People also ask, Videos, Image pack, Top stories"	"50"	"35"	""	"5"	"19"	"14"	"0"	"4"	"1"	"3"	""	"https://perfectketo.com/how-to-increase-fat-intake-on-keto/"	"Featured snippet"	"https://perfectketo.com/how-to-increase-fat-intake-on-keto/"	"2023-02-28 19:30:46"	"2023-04-22 14:15:47"
"fasting rash"	"Sitelinks, Video preview"	"50"	"15"	""	"6"	"19"	"13"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/keto-rash/"	""	"https://perfectketo.com/keto-rash/"	"2023-02-22 19:19:35"	"2023-04-15 03:36:16"
"low carb potato substitute"	"People also ask, Top stories, Thumbnail, Sitelinks, Videos"	"350"	"18"	"0.45"	"17"	"19"	"1"	"0"	"6"	"5"	"1"	"Top stories"	"https://perfectketo.com/rutabaga-potato-substitute/"	"Top stories"	"https://perfectketo.com/rutabaga-potato-substitute/"	"2023-02-26 18:05:03"	"2023-04-22 21:05:48"
"cauliflower carbs"	"People also ask, Knowledge panel, Top stories, Thumbnail, Video preview"	"9500"	"35"	"0.25"	"24"	"19"	"-5"	"0"	"14"	"15"	"-1"	""	"https://perfectketo.com/is-cauliflower-keto/"	""	"https://perfectketo.com/is-cauliflower-keto/"	"2023-02-28 19:38:24"	"2023-05-01 19:51:35"
"keto avocado recipes"	"Top stories, Thumbnail, People also ask, Video preview, Sitelinks"	"1300"	"25"	"0.30"	"37"	"19"	"-18"	"0"	"9"	"12"	"-3"	""	"https://perfectketo.com/keto-avocado-recipes/"	""	"https://perfectketo.com/keto-avocado-recipes/"	"2023-03-01 13:46:27"	"2023-04-26 13:31:04"
"keto diet food list pdf"	"Sitelinks, Image pack, Video preview"	"200"	"25"	"0.60"	"14"	"19"	"5"	"0"	"5"	"5"	""	"Image pack"	"https://perfectketo.com/ketogenic-diet-grocery-list/"	""	"https://www.perfectketo.com/wp-content/uploads/2018/03/03_Full-Ketogenic-Diet-Food-List.pdf"	"2023-02-26 05:14:03"	"2023-04-19 10:27:50"
"does alcohol break a fast"	"Sitelinks, Video preview, Top stories, Thumbnail, Image pack"	"400"	"2"	""	"15"	"19"	"4"	"0"	"8"	"7"	"1"	""	"https://perfectketo.com/intermittent-fasting-and-alcohol/"	""	"https://perfectketo.com/intermittent-fasting-and-alcohol/"	"2023-02-21 22:00:52"	"2023-04-16 01:41:04"
"keto taste in mouth"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"200"	"9"	""	"19"	"19"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/keto-breath/"	""	"https://perfectketo.com/keto-breath/"	"2023-02-10 19:27:08"	"2023-04-30 15:01:44"
"keto and menopause"	"Sitelinks, Image pack"	"250"	"10"	""	"1"	"19"	"18"	"0"	"20"	"6"	"14"	""	"https://perfectketo.com/menopause-diet/"	""	"https://perfectketo.com/keto-and-menopause/"	"2023-02-18 16:48:14"	"2023-04-13 03:29:34"
"keto noodles"	"Top stories, Thumbnail, People also ask, Shopping results, Videos, Sitelinks, Video preview"	"14000"	"26"	""	""	"19"	""	"0"	""	"23"	"New"	""	""	""	"https://perfectketo.com/best-low-carb-pasta-and-noodles/"	""	"2023-05-01 12:23:13"
"cyclical ketogenic diet (ckd)"	"People also ask, Sitelinks, Videos"	"150"	"28"	""	"15"	"19"	"4"	"0"	"3"	"2"	"1"	""	"https://perfectketo.com/cyclical-ketogenic-diet/"	""	"https://perfectketo.com/cyclical-ketogenic-diet/"	"2023-02-28 00:00:10"	"2023-04-25 22:47:45"
"banana keto"	"People also ask, Sitelinks, Top stories, Thumbnail, Video preview"	"1700"	"18"	""	"15"	"19"	"4"	"0"	"12"	"11"	"1"	""	"https://perfectketo.com/is-banana-keto/"	""	"https://perfectketo.com/is-banana-keto/"	"2023-02-28 07:08:53"	"2023-04-26 07:44:31"
"keto cholesterol myth"	"People also ask, Video preview"	"50"	"30"	""	""	"19"	""	"0"	""	"1"	"New"	""	""	""	"https://perfectketo.com/truth-about-keto-cholesterol/"	""	"2023-04-08 07:36:37"
"keto test strip results"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Videos"	"50"	"25"	""	""	"19"	""	"0"	""	"1"	"New"	""	""	"Featured snippet"	"https://perfectketo.com/how-to-use-ketone-strips/"	""	"2023-04-08 12:59:46"
"keto protein calculator"	"People also ask, Videos, Image pack, Top stories, Thumbnail"	"300"	"55"	"3.57"	"18"	"18"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/keto-macro-calculator/"	""	"https://perfectketo.com/keto-macro-calculator/"	"2023-02-11 08:39:56"	"2023-05-01 04:36:17"
"how long does keto constipation last"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"250"	"24"	""	""	"18"	""	"0"	""	"5"	"New"	""	""	""	"https://perfectketo.com/keto-constipation/"	""	"2023-04-08 19:44:56"
"low carb potatoes"	"People also ask, Top stories, Thumbnail"	"2500"	"12"	"0.66"	"70"	"18"	"-52"	"0"	"8"	"14"	"-6"	""	"https://perfectketo.com/low-carb-potato-substitute/"	""	"https://perfectketo.com/low-carb-potato-substitute/"	"2023-02-25 12:06:06"	"2023-04-30 11:55:06"
"lazy keto food list pdf"	"People also ask, Image pack, Sitelinks, Top stories, Thumbnail"	"900"	"31"	""	"15"	"18"	"4"	"0"	"12"	"11"	"1"	""	"https://www.perfectketo.com/wp-content/uploads/2018/03/03_Full-Ketogenic-Diet-Food-List.pdf"	""	"https://www.perfectketo.com/wp-content/uploads/2018/03/03_Full-Ketogenic-Diet-Food-List.pdf"	"2023-02-28 02:19:53"	"2023-04-27 11:09:55"
"stevia and keto"	"Videos, Sitelinks, Top stories, Thumbnail, Video preview"	"150"	"47"	""	"9"	"18"	"9"	"0"	"5"	"2"	"3"	""	"https://perfectketo.com/is-stevia-keto/"	""	"https://perfectketo.com/is-stevia-keto/"	"2023-02-18 02:58:44"	"2023-04-12 11:25:54"
"best keto books"	"People also ask, Sitelinks, Shopping results, Thumbnail, Image pack"	"400"	"17"	"0.68"	"29"	"18"	"-10"	"0"	"4"	"6"	"-2"	""	"https://perfectketo.com/best-keto-diet-books/"	""	"https://perfectketo.com/best-keto-diet-books/"	"2023-02-14 11:14:33"	"2023-04-09 11:33:32"
"keto sugar alcohol"	"People also ask, Videos, Top stories, Thumbnail"	"1500"	"10"	"0.00"	"15"	"18"	"4"	"0"	"13"	"12"	"1"	""	"https://perfectketo.com/sugar-alcohol/"	""	"https://perfectketo.com/sugar-alcohol/"	"2023-02-08 07:01:34"	"2023-04-28 14:13:04"
"how long to get back into ketosis"	"Featured snippet, Thumbnail, People also ask, Video preview, Sitelinks"	"300"	"24"	"0.00"	"12"	"18"	"7"	"0"	"7"	"5"	"2"	""	"https://perfectketo.com/cheating-on-keto/"	""	"https://perfectketo.com/cheating-on-keto/"	"2023-02-27 11:13:05"	"2023-04-22 01:05:21"
"low carb mediterranean diet"	"Sitelinks, People also ask, Top stories, Thumbnail"	"1500"	"23"	"0.54"	"4"	"18"	"14"	"0"	"20"	"13"	"7"	""	"https://perfectketo.com/mediterranean-keto-diet/"	""	"https://perfectketo.com/mediterranean-keto-diet/"	"2023-02-26 23:49:36"	"2023-04-30 01:53:36"
"xanthan gum keto friendly"	"Sitelinks, Video preview, Top stories, Thumbnail, Image pack"	"50"	"10"	""	"6"	"18"	"12"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/xanthan-gum/"	""	"https://perfectketo.com/xanthan-gum/"	"2023-02-25 14:52:04"	"2023-04-19 02:24:12"
"can i drink crystal light on keto"	"People also ask, Sitelinks, Top stories, Thumbnail, Image pack, Video preview"	"50"	"12"	""	"18"	"18"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/crystal-light-keto-friendly/"	""	"https://perfectketo.com/crystal-light-keto-friendly/"	"2023-02-23 08:23:46"	"2023-04-17 19:03:22"
"is glycerin sugar"	"Featured snippet, Thumbnail, People also ask, Top stories"	"300"	"9"	""	"23"	"18"	"-5"	"0"	"5"	"6"	"-1"	""	"https://perfectketo.com/vegetable-glycerine/"	""	"https://perfectketo.com/vegetable-glycerine/"	"2023-02-28 06:23:05"	"2023-04-27 15:53:34"
"is milk high in carbs"	"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks, Video preview"	"200"	"26"	"0.01"	"23"	"18"	"-5"	"0"	"3"	"4"	"-1"	""	"https://perfectketo.com/is-milk-low-carb/"	""	"https://perfectketo.com/is-milk-low-carb/"	"2023-02-10 11:29:11"	"2023-05-01 08:01:12"
"high fiber keto foods"	"People also ask, Sitelinks, Top stories, Thumbnail"	"600"	"21"	""	"23"	"18"	"-5"	"0"	"7"	"8"	"-1"	""	"https://perfectketo.com/how-to-get-fiber-on-keto/"	""	"https://perfectketo.com/how-to-get-fiber-on-keto/"	"2023-02-28 20:39:31"	"2023-05-01 18:51:58"
"protein foods for weight loss"	"Featured snippet, People also ask, Sitelinks, Top stories, Thumbnail"	"900"	"70"	"2.18"	"35"	"18"	"-17"	"0"	"7"	"10"	"-3"	""	"https://perfectketo.com/high-protein-foods-for-weight-loss/"	""	"https://perfectketo.com/high-protein-foods-for-weight-loss/"	"2023-02-26 19:08:43"	"2023-05-01 13:54:50"
"keto water fast"	"People also ask, Videos, Image pack, Top stories, Thumbnail"	"250"	"3"	""	"18"	"18"	"0"	"0"	"5"	"5"	""	""	"https://perfectketo.com/water-fasting-vs-fast-mimicking/"	""	"https://perfectketo.com/water-fasting-vs-fast-mimicking/"	"2023-02-20 06:26:13"	"2023-04-14 15:53:49"
"keto friendly popcorn"	"Top stories, Thumbnail, Sitelinks, Image pack, Video preview"	"250"	"22"	""	"9"	"18"	"9"	"0"	"8"	"5"	"3"	""	"https://perfectketo.com/is-popcorn-keto-friendly/"	""	"https://perfectketo.com/is-popcorn-keto-friendly/"	"2023-02-19 04:59:17"	"2023-04-14 02:11:52"
"ketone drinks for weight loss"	"Sitelinks, Top stories, Thumbnail, Video preview, Image pack"	"100"	"16"	""	"22"	"18"	"-4"	"0"	"1"	"2"	"-1"	""	"https://perfectketo.com/ketone-drinks/"	""	"https://perfectketo.com/ketone-drinks/"	"2023-02-23 17:36:51"	"2023-04-17 20:24:08"
"carb blocker side effects"	""	"250"	"10"	"0.72"	"11"	"18"	"6"	"0"	"7"	"5"	"2"	""	"https://perfectketo.com/carb-blocker/"	""	"https://perfectketo.com/carb-blocker/"	"2023-02-12 08:40:30"	"2023-04-08 01:18:51"
"can you drink milk on keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories, Video preview"	"1200"	"31"	""	"14"	"18"	"4"	"0"	"10"	"9"	"1"	""	"https://perfectketo.com/is-milk-low-carb/"	""	"https://perfectketo.com/is-milk-low-carb/"	"2023-02-25 22:37:37"	"2023-04-30 07:38:38"
"fasting timeline"	"Featured snippet, Thumbnail, People also ask"	"1300"	"22"	"0.00"	"35"	"18"	"-17"	"0"	"10"	"13"	"-3"	""	"https://perfectketo.com/the-5-stages-of-fasting/"	""	"https://perfectketo.com/the-5-stages-of-fasting/"	"2023-02-28 20:29:43"	"2023-04-27 15:03:33"
"keto greens"	"Shopping results, Thumbnail, People also ask, Sitelinks, Image pack, Top stories"	"400"	"26"	""	"29"	"18"	"-11"	"0"	"4"	"4"	""	""	"https://perfectketo.com/product-guides/keto-greens-powder/"	""	"https://perfectketo.com/product-guides/keto-greens-powder/"	"2023-03-01 10:57:33"	"2023-04-23 14:15:04"
"cornstarch keto substitute"	"Sitelinks, Top stories, Thumbnail, Image pack"	"50"	"11"	""	"18"	"18"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	"2023-02-25 00:02:25"	"2023-04-18 10:15:41"
"keto without dairy"	"People also ask, Sitelinks, Top stories, Thumbnail"	"200"	"12"	"0.68"	"22"	"18"	"-4"	"0"	"4"	"5"	"-1"	""	"https://perfectketo.com/keto-without-dairy/"	""	"https://perfectketo.com/keto-without-dairy/"	"2023-02-04 12:22:17"	"2023-04-25 17:25:03"
"are water chestnuts keto friendly"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories, Image pack, Video preview"	"50"	"1"	""	"18"	"18"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/are-water-chestnuts-keto/"	"Featured snippet"	"https://perfectketo.com/are-water-chestnuts-keto/"	"2023-02-11 00:15:22"	"2023-05-01 11:08:38"
"keto breakfast lunch and dinner"	"Sitelinks, Top stories, Thumbnail, Video preview, Image pack"	"50"	"46"	""	"18"	"18"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/easy-keto-recipes/"	""	"https://perfectketo.com/easy-keto-recipes/"	"2023-02-24 23:05:16"	"2023-04-18 01:59:56"
"keto sweet cravings"	"People also ask, Sitelinks, Image pack, Video preview"	"50"	"2"	""	"18"	"18"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/sugar-craving/"	""	"https://perfectketo.com/sugar-craving/"	"2023-02-19 10:09:17"	"2023-04-13 15:26:42"
"keto alternative to crystal light"	"Featured snippet, Thumbnail, People also ask, Image pack, Top stories"	"50"	"26"	""	"6"	"18"	"12"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/crystal-light-keto-friendly/"	"Featured snippet"	"https://perfectketo.com/crystal-light-keto-friendly/"	"2023-02-16 20:41:14"	"2023-04-10 22:49:33"
"keto vitamix recipes"	"Top stories, Thumbnail, Sitelinks, Video preview"	"50"	"2"	""	"6"	"18"	"12"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/blender-soup-recipes/"	""	"https://perfectketo.com/blender-soup-recipes/"	"2023-02-22 01:23:49"	"2023-04-15 12:03:30"
"does cornstarch have carbs"	"People also ask, Sitelinks, Knowledge panel, Top stories, Thumbnail"	"900"	"11"	"0.05"	"18"	"18"	"0"	"0"	"7"	"7"	""	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	"2023-02-12 03:58:14"	"2023-04-28 23:36:05"
"diarrhea fasting"	"Sitelinks"	"100"	"8"	"10.69"	"18"	"18"	"0"	"0"	"2"	"2"	""	""	"https://perfectketo.com/diarrhea-during-fasting/"	""	"https://perfectketo.com/diarrhea-during-fasting/"	"2023-02-26 08:37:02"	"2023-04-19 18:33:04"
"cucumber carbs keto"	"Featured snippet, Thumbnail, People also ask, Image pack, Sitelinks, Video preview"	"200"	"9"	""	"14"	"18"	"4"	"0"	"5"	"4"	"1"	""	"https://perfectketo.com/are-cucumbers-keto/"	""	"https://perfectketo.com/are-cucumbers-keto/"	"2023-02-15 03:22:18"	"2023-04-10 07:46:08"
"lettuce wrap burger near me"	"Sitelinks, Local teaser, Video preview"	"300"	"13"	""	"14"	"18"	"4"	"0"	"4"	"3"	"1"	""	"https://perfectketo.com/keto-fast-food/"	""	"https://perfectketo.com/keto-fast-food/"	"2023-02-23 02:09:49"	"2023-04-19 11:22:51"
"are acai bowls healthy"	"People also ask, Top stories, Thumbnail, Video preview"	"6000"	"17"	"3.62"	"0"	"18"	"18"	"0"	"45"	"19"	"26"	""	"https://perfectketo.com/acai-bowl-nutrition/"	""	"https://perfectketo.com/acai-bowl-nutrition/"	"2023-02-28 00:03:14"	"2023-05-02 07:43:27"
"keto website"	"Sitelinks, People also ask, Image pack"	"300"	"87"	""	"11"	"18"	"6"	"0"	"8"	"6"	"2"	""	"https://perfectketo.com/"	""	"https://perfectketo.com/"	"2023-02-10 05:52:37"	"2023-04-30 14:49:34"
"mct oil and ketosis"	"Sitelinks, Videos, Video preview, Top stories, Thumbnail"	"100"	"15"	""	"5"	"18"	"13"	"0"	"8"	"2"	"6"	""	"https://perfectketo.com/what-is-mct-oil/"	""	"https://perfectketo.com/what-is-mct-oil/"	"2023-02-19 22:51:15"	"2023-04-13 04:26:21"
"do carb blockers work"	"People also ask, Image pack, Video preview"	"1100"	"11"	""	"18"	"18"	"0"	"0"	"12"	"12"	""	""	"https://perfectketo.com/carb-blocker/"	""	"https://perfectketo.com/carb-blocker/"	"2023-02-24 21:53:37"	"2023-04-30 20:39:29"
"is pasta keto"	"People also ask, Top stories, Thumbnail, Image pack, Sitelinks, Video preview"	"250"	"18"	""	"14"	"17"	"3"	"0"	"6"	"5"	"1"	""	"https://perfectketo.com/is-pasta-low-carb/"	""	"https://perfectketo.com/is-pasta-low-carb/"	"2023-03-01 12:13:25"	"2023-04-23 03:53:41"
"keto vs whole 30"	"People also ask, Image pack"	"300"	"12"	""	"15"	"17"	"2"	"0"	"6"	"4"	"2"	""	"https://perfectketo.com/keto-vs-whole30/"	"Image pack"	"https://perfectketo.com/keto-vs-whole30/"	"2023-03-01 16:48:05"	"2023-04-24 17:48:25"
"carbs in splenda"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"700"	"14"	"2.18"	"14"	"17"	"3"	"0"	"9"	"8"	"1"	""	"https://perfectketo.com/splenda-keto/"	""	"https://perfectketo.com/splenda-keto/"	"2023-02-07 00:38:23"	"2023-04-28 03:47:33"
"keto burger near me"	"Local teaser, People also ask, Sitelinks, Top stories, Thumbnail"	"100"	"47"	""	"17"	"17"	"0"	"0"	"2"	"2"	""	""	"https://perfectketo.com/keto-fast-food/"	""	"https://perfectketo.com/keto-fast-food/"	"2023-02-20 08:42:20"	"2023-04-15 00:34:46"
"foods that get you into ketosis fast"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories"	"1400"	"48"	""	"34"	"17"	"-17"	"0"	"10"	"13"	"-3"	""	"https://perfectketo.com/6-tips-to-get-you-into-ketosis-quickly/"	""	"https://perfectketo.com/6-tips-to-get-you-into-ketosis-quickly/"	"2023-02-24 06:57:51"	"2023-05-01 18:05:05"
